Article ID;GOLD: R: Risikotypen;GOLD: R: RT: Datenschutz, Privatsphäre, Überwachung;GOLD: R: RT: Haftung/Verantwortung;GOLD: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;GOLD: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;GOLD: R: RT: Intransparenz (Blackbox);GOLD: R: RT: Kommodifizierung der Nutzer (Ausbeutung);GOLD: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;GOLD: R: RT: Diskriminierung, Ungleichheit;GOLD: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;GOLD: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;GOLD: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;GOLD: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;GOLD: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);GOLD: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;GOLD: R: RT: Wirtschaftlichkeit und Effizienz;GOLD: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;GOLD: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;GOLD: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;GOLD: R: RT: Marktmacht, Monopolisierung;PRED: R: Risikotypen;PRED: R: RT: Datenschutz, Privatsphäre, Überwachung;PRED: R: RT: Haftung/Verantwortung;PRED: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;PRED: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;PRED: R: RT: Intransparenz (Blackbox);PRED: R: RT: Kommodifizierung der Nutzer (Ausbeutung);PRED: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;PRED: R: RT: Diskriminierung, Ungleichheit;PRED: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;PRED: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;PRED: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;PRED: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;PRED: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);PRED: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;PRED: R: RT: Wirtschaftlichkeit und Effizienz;PRED: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;PRED: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;PRED: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;PRED: R: RT: Marktmacht, Monopolisierung;AVG DIFF: R: Risikotypen;AVG DIFF: R: RT: Datenschutz, Privatsphäre, Überwachung;AVG DIFF: R: RT: Haftung/Verantwortung;AVG DIFF: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;AVG DIFF: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;AVG DIFF: R: RT: Intransparenz (Blackbox);AVG DIFF: R: RT: Kommodifizierung der Nutzer (Ausbeutung);AVG DIFF: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;AVG DIFF: R: RT: Diskriminierung, Ungleichheit;AVG DIFF: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;AVG DIFF: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;AVG DIFF: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;AVG DIFF: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;AVG DIFF: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);AVG DIFF: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;AVG DIFF: R: RT: Wirtschaftlichkeit und Effizienz;AVG DIFF: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;AVG DIFF: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;AVG DIFF: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;AVG DIFF: R: RT: Marktmacht, Monopolisierung;Average difference per article
WZ_20160701031110004350080;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9936;0.024;0.0056;0.9904;0.2228;0.0242;0.0123;0.0048;0.1907;0.6492;0.5184;0.0051;0.0001;0.0001;0.0005;0.0014;0.0181;0.0024;0.0;0.1653;0.0064;0.976;0.0056;0.0096;0.2228;0.0242;0.0123;0.0048;0.1907;0.6492;0.5184;0.0051;0.0001;0.0001;0.0005;0.0014;0.0181;0.0024;0.0;0.8347;0.1741
MEDIANET_201401144B991FAE58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7494;0.0076;0.0001;0.0012;0.0162;0.0001;0.0001;0.011;0.0044;0.8051;0.0018;0.0188;0.0003;0.0001;0.0012;0.0017;0.0041;0.0058;0.2454;0.0002;0.7494;0.0076;0.0001;0.0012;0.0162;0.0001;0.0001;0.011;0.0044;0.8051;0.0018;0.0188;0.0003;0.0001;0.0012;0.0017;0.0041;0.0058;0.2454;0.0002;0.0937
PRESSE_201608061915130103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9844;0.0023;0.0103;0.0002;0.0022;0.0001;0.0;0.0282;0.0015;0.5153;0.0011;0.0046;0.0;0.0002;0.001;0.0591;0.0024;0.0085;0.2049;0.001;0.9844;0.0023;0.0103;0.0002;0.0022;0.0001;0.0;0.0282;0.0015;0.5153;0.0011;0.0046;0.0;0.0002;0.001;0.0591;0.0024;0.0085;0.2049;0.001;0.0914
FALTER_20161027BE722103D4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0289;0.0071;0.0009;0.0218;0.004;0.0001;0.0001;0.0007;0.0036;0.0345;0.0008;0.0001;0.0001;0.0001;0.0035;0.0001;0.0002;0.0083;0.0021;0.0028;0.9711;0.0071;0.0009;0.9782;0.004;0.0001;0.0001;0.0007;0.0036;0.0345;0.0008;0.0001;0.0001;0.0001;0.0035;0.0001;0.0002;0.0083;0.0021;0.0028;0.1009
TT_2018050580FC7DEEE6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8356;0.0056;0.0001;0.0025;0.0654;0.0008;0.0001;0.0096;0.0001;0.2661;0.0006;0.0003;0.0027;0.0002;0.004;0.0;0.0;0.0188;0.0124;0.0003;0.8356;0.0056;0.0001;0.0025;0.0654;0.0008;0.0001;0.0096;0.0001;0.2661;0.0006;0.0003;0.0027;0.0002;0.004;0.0;0.0;0.0188;0.0124;0.0003;0.0613
KRONE_20180322204680105;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.477;0.1349;0.0066;0.4726;0.0664;0.2852;0.0078;0.0083;0.077;0.0023;0.0034;0.0073;0.0039;0.0603;0.003;0.0002;0.0023;0.0121;0.003;0.5076;0.523;0.1349;0.0066;0.5274;0.0664;0.2852;0.0078;0.0083;0.077;0.0023;0.0034;0.0073;0.0039;0.0603;0.003;0.0002;0.0023;0.0121;0.003;0.5076;0.1121
VN_20170703232342174230113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9718;0.0373;0.1573;0.0014;0.0038;0.0;0.0;0.0098;0.006;0.9707;0.0012;0.0254;0.0134;0.0043;0.035;0.1064;0.0005;0.0007;0.0881;0.0015;0.9718;0.0373;0.1573;0.0014;0.0038;0.0;0.0;0.0098;0.006;0.9707;0.0012;0.0254;0.0134;0.0043;0.035;0.1064;0.0005;0.0007;0.0881;0.0015;0.1217
PRESSE_201811031915130184;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9272;0.0046;0.025;0.0;0.0005;0.0;0.0;0.0032;0.0005;0.8914;0.0003;0.0558;0.0013;0.0011;0.0214;0.0362;0.0047;0.0008;0.1878;0.0;0.0728;0.0046;0.025;1.0;0.0005;0.0;0.0;0.0032;0.0005;0.8914;0.0003;0.0558;0.0013;0.0011;0.0214;0.0362;0.0047;0.0008;0.1878;0.0;0.1154
WIBLATT_201205218B11B07398;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9834;0.0116;0.0;0.0993;0.0364;0.0036;0.0001;0.0098;0.0009;0.4006;0.0002;0.0012;0.0001;0.0008;0.0003;0.0;0.0065;0.0006;0.064;0.0147;0.0166;0.9884;0.0;0.9007;0.0364;0.0036;0.9999;0.0098;0.0009;0.4006;0.0002;0.0012;0.0001;0.0008;0.0003;0.0;0.0065;0.0006;0.064;0.0147;0.1723
PRESSE_201601091915170066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9983;0.0005;0.0001;0.0001;0.002;0.0011;0.0002;0.0917;0.0053;0.1606;0.0077;0.0193;0.046;0.0003;0.0003;0.0005;0.0003;0.3333;0.011;0.0;0.9983;0.0005;0.0001;0.0001;0.002;0.0011;0.0002;0.0917;0.0053;0.1606;0.0077;0.0193;0.046;0.0003;0.0003;0.0005;0.0003;0.3333;0.011;0.0;0.0839
SBGW_20180329030104250810004;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9971;0.0007;0.0061;0.3806;0.0092;0.0009;0.0005;0.0053;0.0768;0.03;0.057;0.3524;0.0;0.0001;0.0039;0.0034;0.0842;0.0045;0.0244;0.0808;0.0029;0.0007;0.0061;0.6194;0.0092;0.0009;0.0005;0.0053;0.0768;0.03;0.057;0.3524;0.0;0.0001;0.0039;0.0034;0.0842;0.0045;0.0244;0.0808;0.0681
STANDARD_20180228194502100220091;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.9831;0.0319;0.0;0.0;0.0006;0.0;0.0;0.002;0.0;0.3215;0.0001;0.0002;0.0;0.0007;0.0;0.0094;0.0191;0.5913;0.0024;0.0;0.0169;0.0319;0.0;0.0;0.0006;1.0;0.0;0.002;0.0;0.3215;0.0001;0.0002;0.0;0.0007;0.0;0.0094;0.9809;0.5913;0.0024;0.0;0.1479
WZ_20161124031311072500017;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9725;0.0002;0.0047;0.0219;0.1389;0.0006;0.0014;0.0006;0.0736;0.2524;0.0267;0.0077;0.001;0.0;0.1517;0.0;0.0011;0.0304;0.0049;0.0057;0.0275;0.0002;0.0047;0.9781;0.1389;0.0006;0.0014;0.0006;0.0736;0.2524;0.0267;0.0077;0.001;0.0;0.1517;0.0;0.0011;0.0304;0.0049;0.0057;0.0854
TT_201604293A9C709A55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0044;0.0157;0.0037;0.0244;0.001;0.001;0.0001;0.0004;0.0003;0.0058;0.0002;0.0007;0.0047;0.0026;0.0079;0.0;0.0002;0.0004;0.0005;0.0034;0.0044;0.0157;0.0037;0.0244;0.001;0.001;0.0001;0.0004;0.0003;0.0058;0.0002;0.0007;0.0047;0.0026;0.0079;0.0;0.0002;0.0004;0.0005;0.0034;0.0039
WIENERIN_2017112311A04DB8BA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6741;0.0012;0.0096;0.0001;0.0001;0.0;0.0;0.0002;0.0001;0.0028;0.0001;0.0019;0.0001;0.0001;0.0002;0.0076;0.001;0.0003;0.0111;0.0003;0.6741;0.0012;0.0096;0.0001;0.0001;0.0;0.0;0.0002;0.0001;0.0028;0.0001;0.0019;0.0001;0.0001;0.0002;0.0076;0.001;0.0003;0.0111;0.0003;0.0355
WZ_20180608031308098960016;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0368;0.0003;0.001;0.0013;0.0026;0.0007;0.0002;0.0002;0.0002;0.0219;0.0011;0.0029;0.0019;0.0001;0.0013;0.0;0.0;0.0449;0.0;0.0008;0.9632;0.0003;0.001;0.0013;0.0026;0.9993;0.0002;0.0002;0.0002;0.9781;0.0011;0.0029;0.0019;0.0001;0.0013;0.0;0.0;0.0449;0.0;0.0008;0.15
OOEN_20150311035959197400062;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9975;0.0443;0.0261;0.0005;0.0142;0.0001;0.0005;0.0009;0.0008;0.3537;0.0016;0.106;0.0018;0.0085;0.0436;0.0026;0.0767;0.0045;0.727;0.0055;0.0025;0.9557;0.0261;0.0005;0.0142;0.0001;0.0005;0.0009;0.0008;0.3537;0.0016;0.106;0.0018;0.0085;0.0436;0.0026;0.0767;0.0045;0.727;0.9945;0.1661
STANDARD_201112151925160084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5715;0.0054;0.0003;0.0001;0.0034;0.0;0.0;0.001;0.0001;0.011;0.0;0.0033;0.0002;0.0002;0.0001;0.0243;0.012;0.0065;0.0675;0.0003;0.5715;0.0054;0.0003;0.0001;0.0034;0.0;0.0;0.001;0.0001;0.011;0.0;0.0033;0.0002;0.0002;0.0001;0.0243;0.012;0.0065;0.0675;0.0003;0.0354
KRONE_20180112749000008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0336;0.0631;0.0005;0.0452;0.0008;0.0003;0.0003;0.0002;0.0;0.0163;0.011;0.001;0.0;0.0007;0.0002;0.0;0.0016;0.0002;0.0001;0.0043;0.0336;0.0631;0.0005;0.0452;0.0008;0.0003;0.0003;0.0002;0.0;0.0163;0.011;0.001;0.0;0.0007;0.0002;0.0;0.0016;0.0002;0.0001;0.0043;0.009
WZ_20180621031308464340089;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.9795;0.0015;0.0352;0.0005;0.0024;0.0005;0.0062;0.0294;0.0043;0.0053;0.0381;0.0048;0.0012;0.0003;0.9719;0.0;0.0776;0.0235;0.8884;0.0021;0.0205;0.0015;0.0352;0.0005;0.0024;0.0005;0.0062;0.0294;0.0043;0.9947;0.0381;0.0048;0.0012;0.0003;0.9719;0.0;0.0776;0.0235;0.8884;0.0021;0.1552
SN_20140908003124006640046;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.7028;0.004;0.0;0.0025;0.0033;0.0005;0.0;0.0001;0.0;0.0512;0.0;0.0046;0.005;0.0004;0.0;0.0;0.0001;0.0006;0.0;0.0005;0.2972;0.004;0.0;0.9975;0.0033;0.0005;0.0;0.0001;0.0;0.0512;0.0;0.0046;0.005;0.0004;0.0;0.0;0.0001;0.0006;1.0;0.0005;0.1182
KLEINE_20180428041005096000409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.853;0.0221;0.0064;0.2769;0.0789;0.0006;0.0034;0.0041;0.0518;0.0002;0.009;0.0019;0.0005;0.0002;0.0211;0.0;0.0632;0.0789;0.139;0.163;0.853;0.0221;0.0064;0.2769;0.0789;0.0006;0.0034;0.0041;0.0518;0.0002;0.009;0.0019;0.0005;0.0002;0.0211;0.0;0.0632;0.0789;0.139;0.163;0.0887
STANDARD_20180213194502596740055;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9984;0.0383;0.0897;0.9141;0.0969;0.0091;0.0072;0.0032;0.1383;0.8742;0.2835;0.0592;0.0004;0.0001;0.0178;0.0001;0.0005;0.0039;0.0006;0.171;0.0016;0.0383;0.0897;0.0859;0.0969;0.0091;0.0072;0.0032;0.1383;0.8742;0.2835;0.0592;0.0004;0.0001;0.0178;0.0001;0.0005;0.0039;0.0006;0.829;0.127
TREND_201309301540590016;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.2933;0.0278;0.0023;0.0002;0.0006;0.0001;0.0001;0.0161;0.0001;0.2314;0.0003;0.0013;0.0013;0.0012;0.004;0.0025;0.0257;0.0201;0.0065;0.0001;0.7067;0.9722;0.0023;0.9998;0.0006;0.0001;0.0001;0.0161;0.0001;0.7686;0.0003;0.0013;0.0013;0.0012;0.004;0.0025;0.0257;0.0201;0.0065;0.0001;0.1765
WZ_20160713031109310430069;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.9642;0.0431;0.1758;0.0039;0.0014;0.007;0.0001;0.0004;0.0018;0.0376;0.0005;0.8266;0.0012;0.0022;0.0001;0.0072;0.0005;0.0053;0.0001;0.0039;0.0358;0.9569;0.1758;0.0039;0.0014;0.993;0.0001;0.0004;0.9982;0.0376;0.0005;0.8266;0.0012;0.0022;0.0001;0.0072;0.0005;0.0053;0.0001;0.0039;0.2025
SN_20180726013047117830037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6668;0.0132;0.0089;0.0002;0.0033;0.0001;0.0127;0.0094;0.0;0.0565;0.0183;0.0001;0.0039;0.0013;0.0888;0.0;0.005;0.6558;0.0638;0.0013;0.6668;0.0132;0.0089;0.0002;0.0033;0.0001;0.0127;0.0094;0.0;0.0565;0.0183;0.0001;0.0039;0.0013;0.0888;0.0;0.005;0.6558;0.0638;0.0013;0.0805
STANDARD_20130827194001212180078;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.9181;0.0795;0.0086;0.0225;0.5108;0.0002;0.0002;0.1968;0.0119;0.1323;0.0008;0.0792;0.0005;0.0027;0.0023;0.0022;0.0215;0.003;0.0047;0.0095;0.0819;0.9205;0.0086;0.0225;0.4892;0.0002;0.0002;0.1968;0.0119;0.1323;0.9992;0.0792;0.0005;0.0027;0.0023;0.0022;0.0215;0.003;0.0047;0.0095;0.1494
WZ_20160430031309229040097;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9699;0.0498;0.0082;0.2859;0.0027;0.0013;0.0746;0.0049;0.0246;0.2884;0.6259;0.0019;0.0001;0.0006;0.1604;0.0;0.4006;0.0446;0.1977;0.0366;0.0301;0.9502;0.0082;0.2859;0.0027;0.0013;0.0746;0.0049;0.0246;0.2884;0.6259;0.0019;0.0001;0.0006;0.1604;0.0;0.4006;0.0446;0.1977;0.0366;0.157
EMEDIA_20170630F066D347A6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9916;0.2453;0.0058;0.0289;0.0167;0.0128;0.0052;0.2721;0.0059;0.5284;0.0118;0.0061;0.0001;0.0123;0.0003;0.2013;0.7985;0.0156;0.0009;0.0044;0.0084;0.2453;0.0058;0.9711;0.0167;0.0128;0.0052;0.2721;0.0059;0.5284;0.0118;0.0061;0.0001;0.0123;0.0003;0.2013;0.7985;0.0156;0.0009;0.0044;0.1562
WZ_20160930031310160560038;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8821;0.7096;0.0229;0.0002;0.0097;0.0008;0.0015;0.0121;0.0003;0.7547;0.001;0.038;0.0001;0.6114;0.0032;0.0033;0.0494;0.0038;0.0116;0.0257;0.1179;0.2904;0.0229;0.0002;0.0097;0.0008;0.0015;0.0121;0.0003;0.7547;0.001;0.038;0.0001;0.6114;0.0032;0.0033;0.0494;0.0038;0.0116;0.0257;0.0979
STANDARD_20171122194502350460038;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9999;0.0271;0.0105;0.03;0.0407;0.0003;0.0016;0.0008;0.0026;0.6503;0.0022;0.0818;0.0011;0.0084;0.1352;0.0003;0.893;0.03;0.0725;0.0154;0.0001;0.0271;0.0105;0.97;0.0407;0.0003;0.0016;0.0008;0.0026;0.6503;0.0022;0.0818;0.0011;0.0084;0.1352;0.0003;0.893;0.03;0.0725;0.0154;0.1472
WZ_20180421226A5B8EF8;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.7255;0.1142;0.0003;0.0191;0.0009;0.0002;0.0;0.0027;0.0017;0.7686;0.0028;0.0218;0.0;0.0004;0.0002;0.0011;0.0028;0.0017;0.0005;0.0001;0.2745;0.1142;0.0003;0.9809;0.0009;0.9998;0.0;0.0027;0.9983;0.7686;0.0028;0.0218;0.0;0.0004;0.0002;0.0011;0.0028;0.0017;0.0005;0.0001;0.2086
FALTER_2015120262C41042D2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0.014;0.0008;0.0004;0.0016;0.0037;0.0;0.0;0.0008;0.001;0.0161;0.0011;0.0004;0.0;0.0;0.0007;0.0003;0.0002;0.0223;0.0068;0.0006;0.986;0.9992;0.0004;0.0016;0.0037;0.0;1.0;0.0008;0.999;0.0161;0.0011;0.0004;0.0;0.0;0.0007;0.0003;0.0002;0.9777;0.0068;0.9994;0.2997
WZ_20170314031110164530078;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.6572;0.0135;0.0302;0.2907;0.7543;0.0559;0.0192;0.059;0.1459;0.0354;0.0397;0.0009;0.0051;0.0005;0.0421;0.001;0.0004;0.0435;0.002;0.0786;0.3428;0.9865;0.0302;0.7093;0.7543;0.0559;0.0192;0.059;0.8541;0.0354;0.0397;0.0009;0.0051;0.0005;0.0421;0.001;0.0004;0.0435;0.002;0.0786;0.203
MWVOLL_20161216_7720033;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.9482;0.2694;0.0009;0.0238;0.0035;0.0007;0.0003;0.0761;0.0015;0.1261;0.0022;0.0043;0.0;0.0027;0.0001;0.0011;0.0231;0.0043;0.0015;0.0109;0.0518;0.2694;0.9991;0.9762;0.0035;0.0007;0.0003;0.0761;0.9985;0.1261;0.0022;0.0043;0.0;0.0027;0.0001;0.0011;0.0231;0.0043;0.0015;0.0109;0.1776
FALTER_20161221BEEFEA679E;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.0018;0.001;0.0006;0.0003;0.0012;0.0001;0.0;0.0002;0.0003;0.0009;0.0002;0.0077;0.0014;0.0002;0.0004;0.0;0.0001;0.0003;0.0037;0.0007;0.9982;0.001;0.0006;0.9997;0.0012;0.9999;0.0;0.0002;0.0003;0.0009;0.9998;0.0077;0.0014;0.0002;0.0004;0.0;0.9999;0.0003;0.0037;0.0007;0.2508
KURIER_201611160401360151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9953;0.0014;0.0;0.0429;0.0035;0.0001;0.0;0.0014;0.0021;0.8957;0.0002;0.0178;0.0;0.0001;0.0003;0.0263;0.0538;0.0004;0.0014;0.0008;0.9953;0.0014;0.0;0.0429;0.0035;0.0001;0.0;0.0014;0.0021;0.8957;0.0002;0.0178;0.0;0.0001;0.0003;0.0263;0.0538;0.0004;0.0014;0.0008;0.1022
WZ_20151218031309229620086;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0447;0.0005;0.0028;0.0141;0.0008;0.0;0.0008;0.0029;0.0213;0.0004;0.0055;0.0069;0.0013;0.0005;0.0214;0.0004;0.1061;0.1272;0.0668;0.0059;0.9553;0.0005;0.0028;0.9859;0.0008;0.0;0.0008;0.0029;0.0213;0.0004;0.0055;0.0069;0.0013;0.0005;0.0214;0.0004;0.1061;0.1272;0.0668;0.0059;0.1156
VN_20161119234212178480026;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.9948;0.1036;0.0028;0.9701;0.0353;0.8694;0.0092;0.0078;0.0007;0.0025;0.0013;0.0063;0.0006;0.0154;0.0018;0.0001;0.0124;0.0027;0.0;0.1428;0.0052;0.1036;0.0028;0.0299;0.0353;0.1306;0.0092;0.0078;0.0007;0.0025;0.0013;0.9937;0.0006;0.0154;0.0018;0.0001;0.0124;0.0027;0.0;0.1428;0.0749
VN_20180324000014095820021;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.221;0.2686;0.029;0.1531;0.0072;0.0089;0.0323;0.031;0.0301;0.0221;0.1103;0.0385;0.0011;0.0141;0.0032;0.0012;0.0502;0.1633;0.0076;0.0881;0.779;0.7314;0.029;0.8469;0.0072;0.0089;0.0323;0.031;0.0301;0.0221;0.8897;0.0385;0.0011;0.0141;0.0032;0.0012;0.0502;0.1633;0.0076;0.0881;0.1887
PROFIL_20180806F18A6B1C82;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9769;0.1644;0.0071;0.0024;0.0004;0.0015;0.0011;0.0032;0.0002;0.5514;0.0002;0.0041;0.0003;0.0163;0.001;0.0048;0.0046;0.8418;0.0008;0.0026;0.0231;0.1644;0.9929;0.0024;0.0004;0.0015;0.0011;0.0032;0.0002;0.5514;0.0002;0.0041;0.0003;0.0163;0.001;0.0048;0.0046;0.8418;0.0008;0.0026;0.1309
PRESSE_201209131916470087;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.9897;0.0016;0.0008;0.0001;0.0001;0.0;0.0;0.003;0.0001;0.7869;0.0;0.0972;0.0027;0.0001;0.0001;0.0097;0.0014;0.0087;0.0003;0.0;0.0103;0.0016;0.0008;0.9999;0.0001;0.0;0.0;0.003;0.0001;0.7869;0.0;0.9028;0.0027;0.0001;0.0001;0.0097;0.0014;0.0087;0.0003;1.0;0.1864
PRESSE_201706191915100015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4289;0.0043;0.0003;0.0726;0.0003;0.0;0.0;0.0017;0.0001;0.2796;0.0003;0.0344;0.0;0.0001;0.0;0.0044;0.0025;0.0001;0.0;0.0006;0.4289;0.0043;0.0003;0.0726;0.0003;0.0;0.0;0.0017;0.0001;0.2796;0.0003;0.0344;0.0;0.0001;0.0;0.0044;0.0025;0.0001;0.0;0.0006;0.0415
EMEDIA_2017063098D7BFB26C;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.9757;0.0095;0.0015;0.0199;0.1185;0.0004;0.0001;0.0047;0.0071;0.0959;0.0026;0.0048;0.0;0.0001;0.0026;0.0017;0.0011;0.0017;0.2135;0.0178;0.0243;0.0095;0.0015;0.9801;0.1185;0.9996;0.0001;0.0047;0.0071;0.0959;0.0026;0.9952;0.0;0.0001;0.0026;0.0017;0.0011;0.0017;0.2135;0.0178;0.1739
KURIER_201807191920330152;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9719;0.0341;0.001;0.0646;0.0001;0.0002;0.0;0.0062;0.0033;0.8196;0.004;0.0029;0.0;0.0009;0.0;0.1778;0.031;0.0004;0.0;0.0039;0.0281;0.0341;0.001;0.9354;0.0001;0.0002;0.0;0.0062;0.0033;0.8196;0.004;0.0029;0.0;0.0009;0.0;0.1778;0.031;0.0004;0.0;0.0039;0.1024
KURIER_201709150402190191;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.2257;0.031;0.0007;0.0046;0.0003;0.0018;0.0;0.0262;0.0001;0.0251;0.0;0.0559;0.0;0.0016;0.0001;0.0023;0.0035;0.0;0.0014;0.0016;0.7743;0.031;0.0007;0.9954;0.0003;0.0018;0.0;0.0262;0.9999;0.0251;0.0;0.0559;0.0;0.0016;0.0001;0.0023;0.0035;0.0;0.0014;0.0016;0.1461
